data;produto;operacao_comercial;importado/exportado;dispendio/receita
01/06/2019;ETANOL ANIDRO;IMPORTAÇÃO;85997172;34476484
01/06/2019;ETANOL ANIDRO;EXPORTAÇÃO;128048823;65612135
01/06/2019;ETANOL HIDRATADO;IMPORTAÇÃO;0;1986
01/07/2019;ETANOL HIDRATADO;IMPORTAÇÃO;25849;65475
01/07/2019;ETANOL HIDRATADO;EXPORTAÇÃO;57148087;28789348
01/07/2019;ETANOL ANIDRO;IMPORTAÇÃO;96054335;40068458
01/07/2019;ETANOL ANIDRO;EXPORTAÇÃO;150977598;74879051
01/08/2019;ETANOL HIDRATADO;IMPORTAÇÃO;22653;45958
01/08/2019;ETANOL ANIDRO;IMPORTAÇÃO;84253372;36931008
01/08/2019;ETANOL HIDRATADO;EXPORTAÇÃO;89933136;44781705
01/08/2019;ETANOL ANIDRO;EXPORTAÇÃO;219168973;113434201
01/09/2019;ETANOL HIDRATADO;IMPORTAÇÃO;2427;26785
01/09/2019;ETANOL ANIDRO;IMPORTAÇÃO;66088501;29138352
01/09/2019;ETANOL HIDRATADO;EXPORTAÇÃO;73408549;38045182
01/09/2019;ETANOL ANIDRO;EXPORTAÇÃO;147849;74165518
01/10/2019;ETANOL HIDRATADO;EXPORTAÇÃO;76621936;39480243
01/10/2019;ETANOL ANIDRO;IMPORTAÇÃO;82759915;36144045
01/10/2019;ETANOL ANIDRO;EXPORTAÇÃO;133936442;66144037
01/10/2019;ETANOL HIDRATADO;IMPORTAÇÃO;1;4799
01/11/2019;ETANOL HIDRATADO;IMPORTAÇÃO;2212;19944
01/11/2019;ETANOL ANIDRO;IMPORTAÇÃO;47983019;20203257
01/11/2019;ETANOL HIDRATADO;EXPORTAÇÃO;82823037;42442029
01/11/2019;ETANOL ANIDRO;EXPORTAÇÃO;98667142;49131400
01/12/2019;ETANOL HIDRATADO;IMPORTAÇÃO;4081;16083
01/12/2019;ETANOL ANIDRO;EXPORTAÇÃO;72724402;38533782
01/12/2019;ETANOL ANIDRO;IMPORTAÇÃO;184990148;77804287
01/12/2019;ETANOL HIDRATADO;EXPORTAÇÃO;74090;38210212
01/01/2020;ETANOL HIDRATADO;IMPORTAÇÃO;45689;72384
01/01/2020;ETANOL ANIDRO;EXPORTAÇÃO;38547314;20877088
01/01/2020;ETANOL HIDRATADO;EXPORTAÇÃO;39674243;22202026
01/01/2020;ETANOL ANIDRO;IMPORTAÇÃO;179992492;77663574
01/02/2020;ETANOL HIDRATADO;IMPORTAÇÃO;2911;17989
01/02/2020;ETANOL HIDRATADO;EXPORTAÇÃO;40221237;22890207
01/02/2020;ETANOL ANIDRO;EXPORTAÇÃO;113182008;63493000
01/02/2020;ETANOL ANIDRO;IMPORTAÇÃO;150394;62559055
01/03/2020;ETANOL HIDRATADO;IMPORTAÇÃO;2193;9577
01/03/2020;ETANOL HIDRATADO;EXPORTAÇÃO;22335825;13017053
01/03/2020;ETANOL ANIDRO;EXPORTAÇÃO;47598805;28927864
01/03/2020;ETANOL ANIDRO;IMPORTAÇÃO;276236417;115236146
01/04/2020;ETANOL HIDRATADO;IMPORTAÇÃO;38528;22375
01/04/2020;ETANOL ANIDRO;EXPORTAÇÃO;321496;367626
01/04/2020;ETANOL HIDRATADO;EXPORTAÇÃO;79444196;45460192
01/04/2020;ETANOL ANIDRO;IMPORTAÇÃO;144366404;59288434
01/05/2020;ETANOL HIDRATADO;IMPORTAÇÃO;22411;40557
01/05/2020;ETANOL ANIDRO;IMPORTAÇÃO;42906108;16520044
01/05/2020;ETANOL ANIDRO;EXPORTAÇÃO;67652172;21107218
01/05/2020;ETANOL HIDRATADO;EXPORTAÇÃO;78953256;36088562
01/06/2020;ETANOL HIDRATADO;IMPORTAÇÃO;6855;26537
01/06/2020;ETANOL ANIDRO;IMPORTAÇÃO;27333679;8162547
01/06/2020;ETANOL ANIDRO;EXPORTAÇÃO;145503295;52651712
01/06/2020;ETANOL HIDRATADO;EXPORTAÇÃO;139696;61397676
01/07/2020;ETANOL HIDRATADO;IMPORTAÇÃO;10684;14494
01/07/2020;ETANOL ANIDRO;IMPORTAÇÃO;20521176;8747919
01/07/2020;ETANOL ANIDRO;EXPORTAÇÃO;135750328;60173169
01/07/2020;ETANOL HIDRATADO;EXPORTAÇÃO;166462434;68359864
01/08/2020;ETANOL ANIDRO;IMPORTAÇÃO;13806512;6319942
01/08/2020;ETANOL HIDRATADO;EXPORTAÇÃO;159390983;68279469
01/08/2020;ETANOL ANIDRO;EXPORTAÇÃO;173468298;68391644
01/08/2020;ETANOL HIDRATADO;IMPORTAÇÃO;12;33484
01/09/2020;ETANOL HIDRATADO;IMPORTAÇÃO;3311;16138
01/09/2020;ETANOL ANIDRO;IMPORTAÇÃO;10540551;3783364
01/09/2020;ETANOL ANIDRO;EXPORTAÇÃO;105424381;42934153
01/09/2020;ETANOL HIDRATADO;EXPORTAÇÃO;183185;77860450
01/10/2020;ETANOL HIDRATADO;IMPORTAÇÃO;1452;5456
01/10/2020;ETANOL ANIDRO;IMPORTAÇÃO;19554438;7232659
01/10/2020;ETANOL HIDRATADO;EXPORTAÇÃO;171400;78059474
01/10/2020;ETANOL ANIDRO;EXPORTAÇÃO;207798;87291399
01/11/2020;ETANOL HIDRATADO;IMPORTAÇÃO;1113966;18391
01/11/2020;ETANOL ANIDRO;IMPORTAÇÃO;26960748;10684859
01/11/2020;ETANOL ANIDRO;EXPORTAÇÃO;155870095;66512622
01/11/2020;ETANOL HIDRATADO;EXPORTAÇÃO;157243632;73784936
01/12/2020;ETANOL ANIDRO;EXPORTAÇÃO;19183633;9716565
01/12/2020;ETANOL ANIDRO;IMPORTAÇÃO;95960517;39771315
01/12/2020;ETANOL HIDRATADO;EXPORTAÇÃO;220666075;101678667
01/12/2020;ETANOL HIDRATADO;IMPORTAÇÃO;0;2234
01/01/2021;ETANOL HIDRATADO;IMPORTAÇÃO;5538;315480
01/01/2021;ETANOL ANIDRO;EXPORTAÇÃO;68974778;32693119
01/01/2021;ETANOL ANIDRO;IMPORTAÇÃO;77408709;33308992
01/01/2021;ETANOL HIDRATADO;EXPORTAÇÃO;120211351;53253610
01/02/2021;ETANOL ANIDRO;EXPORTAÇÃO;35868317;17515311
01/02/2021;ETANOL ANIDRO;IMPORTAÇÃO;51618704;23207780
01/02/2021;ETANOL HIDRATADO;EXPORTAÇÃO;119100101;53144628
01/02/2021;ETANOL HIDRATADO;IMPORTAÇÃO;1;11503
01/03/2021;ETANOL HIDRATADO;IMPORTAÇÃO;5694;17842
01/03/2021;ETANOL ANIDRO;IMPORTAÇÃO;49722742;23638485
01/03/2021;ETANOL HIDRATADO;EXPORTAÇÃO;174106635;79734359
01/03/2021;ETANOL ANIDRO;EXPORTAÇÃO;15448;9364455
01/04/2021;ETANOL HIDRATADO;IMPORTAÇÃO;4275;30848
01/04/2021;ETANOL ANIDRO;EXPORTAÇÃO;17049873;8612952
01/04/2021;ETANOL ANIDRO;IMPORTAÇÃO;18019529;8755889
01/04/2021;ETANOL HIDRATADO;EXPORTAÇÃO;88277762;43922971
01/05/2021;ETANOL HIDRATADO;IMPORTAÇÃO;4114;32382
01/05/2021;ETANOL ANIDRO;IMPORTAÇÃO;15058772;8136082
01/05/2021;ETANOL HIDRATADO;EXPORTAÇÃO;16954616;10872040
01/05/2021;ETANOL ANIDRO;EXPORTAÇÃO;48801452;26623427
01/06/2021;ETANOL HIDRATADO;IMPORTAÇÃO;5828;19878
01/06/2021;ETANOL ANIDRO;IMPORTAÇÃO;15056409;7446848
01/06/2021;ETANOL ANIDRO;EXPORTAÇÃO;102329986;55165276
01/06/2021;ETANOL HIDRATADO;EXPORTAÇÃO;189334;101055156
01/07/2021;ETANOL HIDRATADO;IMPORTAÇÃO;2767;24963
01/07/2021;ETANOL ANIDRO;IMPORTAÇÃO;15065247;7456849
01/07/2021;ETANOL ANIDRO;EXPORTAÇÃO;79156426;45292845
01/07/2021;ETANOL HIDRATADO;EXPORTAÇÃO;128957601;67970103
01/08/2021;ETANOL HIDRATADO;IMPORTAÇÃO;1038;6409
01/08/2021;ETANOL ANIDRO;IMPORTAÇÃO;18048678;12266595
01/08/2021;ETANOL ANIDRO;EXPORTAÇÃO;40132364;19605079
01/08/2021;ETANOL HIDRATADO;EXPORTAÇÃO;44045;23957798
01/09/2021;ETANOL HIDRATADO;IMPORTAÇÃO;3721;10799
01/09/2021;ETANOL ANIDRO;IMPORTAÇÃO;46571;72396
01/09/2021;ETANOL ANIDRO;EXPORTAÇÃO;32197555;22671241
01/09/2021;ETANOL HIDRATADO;EXPORTAÇÃO;160996946;94075183
01/10/2021;ETANOL ANIDRO;IMPORTAÇÃO;14020094;10227584
01/10/2021;ETANOL ANIDRO;EXPORTAÇÃO;58981833;41093129
01/10/2021;ETANOL HIDRATADO;EXPORTAÇÃO;103728365;57243921
01/10/2021;ETANOL HIDRATADO;IMPORTAÇÃO;1;10484
01/11/2021;ETANOL HIDRATADO;IMPORTAÇÃO;125405;38382
01/11/2021;ETANOL ANIDRO;EXPORTAÇÃO;28728549;22179454
01/11/2021;ETANOL ANIDRO;IMPORTAÇÃO;62251202;38963990
01/11/2021;ETANOL HIDRATADO;EXPORTAÇÃO;77449541;46484751
01/12/2021;ETANOL HIDRATADO;IMPORTAÇÃO;1625;9429
01/12/2021;ETANOL ANIDRO;EXPORTAÇÃO;86032813;61252170
01/12/2021;ETANOL ANIDRO;IMPORTAÇÃO;95782746;52474668
01/12/2021;ETANOL HIDRATADO;EXPORTAÇÃO;111315405;67357006
01/01/2022;ETANOL HIDRATADO;IMPORTAÇÃO;266234;65581
01/01/2022;ETANOL ANIDRO;IMPORTAÇÃO;22435703;14746723
01/01/2022;ETANOL ANIDRO;EXPORTAÇÃO;42362083;27807243
01/01/2022;ETANOL HIDRATADO;EXPORTAÇÃO;59803;40263028
01/02/2022;ETANOL ANIDRO;EXPORTAÇÃO;12169882;9239404
01/02/2022;ETANOL HIDRATADO;EXPORTAÇÃO;60732663;42169229
01/02/2022;ETANOL ANIDRO;IMPORTAÇÃO;68694805;38747113
01/02/2022;ETANOL HIDRATADO;IMPORTAÇÃO;1;4691
01/03/2022;ETANOL HIDRATADO;IMPORTAÇÃO;2732;29269
01/03/2022;ETANOL ANIDRO;IMPORTAÇÃO;35148157;20337963
01/03/2022;ETANOL ANIDRO;EXPORTAÇÃO;46812212;34386232
01/03/2022;ETANOL HIDRATADO;EXPORTAÇÃO;130404;86269533
01/04/2022;ETANOL HIDRATADO;EXPORTAÇÃO;43247281;29038056
01/04/2022;ETANOL ANIDRO;EXPORTAÇÃO;75143194;55815405
01/04/2022;ETANOL HIDRATADO;IMPORTAÇÃO;1;2650
01/04/2022;ETANOL ANIDRO;IMPORTAÇÃO;4081;2786939
01/05/2022;ETANOL HIDRATADO;IMPORTAÇÃO;3792;13507
01/05/2022;ETANOL HIDRATADO;EXPORTAÇÃO;12133526;8857439
01/05/2022;ETANOL ANIDRO;EXPORTAÇÃO;62308103;49578476
01/05/2022;ETANOL ANIDRO;IMPORTAÇÃO;109543179;74725011
01/06/2022;ETANOL HIDRATADO;IMPORTAÇÃO;1704;17253
01/06/2022;ETANOL HIDRATADO;EXPORTAÇÃO;67459012;48009518
01/06/2022;ETANOL ANIDRO;EXPORTAÇÃO;143645698;112081527
01/06/2022;ETANOL ANIDRO;IMPORTAÇÃO;20420;15391492
01/07/2022;ETANOL HIDRATADO;IMPORTAÇÃO;1789;20587
01/07/2022;ETANOL ANIDRO;IMPORTAÇÃO;20072793;14571819
01/07/2022;ETANOL ANIDRO;EXPORTAÇÃO;88907852;65010026
01/07/2022;ETANOL HIDRATADO;EXPORTAÇÃO;90789431;68893873
01/08/2022;ETANOL HIDRATADO;IMPORTAÇÃO;2406;26061
01/08/2022;ETANOL ANIDRO;IMPORTAÇÃO;34571;72921
01/08/2022;ETANOL HIDRATADO;EXPORTAÇÃO;111161002;83110820
01/08/2022;ETANOL ANIDRO;EXPORTAÇÃO;164596631;127055977
01/09/2022;ETANOL HIDRATADO;IMPORTAÇÃO;4727;13299
01/09/2022;ETANOL ANIDRO;IMPORTAÇÃO;5082;21845
01/09/2022;ETANOL ANIDRO;EXPORTAÇÃO;184145188;126874804
01/09/2022;ETANOL HIDRATADO;EXPORTAÇÃO;119529;87692115
01/10/2022;ETANOL HIDRATADO;EXPORTAÇÃO;145870079;109086595
01/10/2022;ETANOL ANIDRO;EXPORTAÇÃO;209732423;144430725
01/10/2022;ETANOL HIDRATADO;IMPORTAÇÃO;0;4041
01/10/2022;ETANOL ANIDRO;IMPORTAÇÃO;8066;5590456
01/11/2022;ETANOL ANIDRO;IMPORTAÇÃO;12067878;7427776
01/11/2022;ETANOL HIDRATADO;EXPORTAÇÃO;87052812;57461888
01/11/2022;ETANOL ANIDRO;EXPORTAÇÃO;165725;105008790
01/11/2022;ETANOL HIDRATADO;IMPORTAÇÃO;3;6391
01/12/2022;ETANOL ANIDRO;IMPORTAÇÃO;14998805;9510920
01/12/2022;ETANOL ANIDRO;EXPORTAÇÃO;153684067;111600478
01/12/2022;ETANOL HIDRATADO;EXPORTAÇÃO;162471549;109358775
01/12/2022;ETANOL HIDRATADO;IMPORTAÇÃO;1;13364
01/01/2023;ETANOL ANIDRO;IMPORTAÇÃO;4995949;3115481
01/01/2023;ETANOL HIDRATADO;EXPORTAÇÃO;118256583;83504529
01/01/2023;ETANOL ANIDRO;EXPORTAÇÃO;138031529;100429936
01/01/2023;ETANOL HIDRATADO;IMPORTAÇÃO;4;10856
01/02/2023;ETANOL ANIDRO;IMPORTAÇÃO;10029201;6253482
01/02/2023;ETANOL HIDRATADO;EXPORTAÇÃO;55422654;37885433
01/02/2023;ETANOL ANIDRO;EXPORTAÇÃO;71007506;51827896
01/02/2023;ETANOL HIDRATADO;IMPORTAÇÃO;0;2131
01/03/2023;ETANOL ANIDRO;IMPORTAÇÃO;10097783;6363883
01/03/2023;ETANOL ANIDRO;EXPORTAÇÃO;50155063;34961434
01/03/2023;ETANOL HIDRATADO;EXPORTAÇÃO;145803924;101922540
01/03/2023;ETANOL HIDRATADO;IMPORTAÇÃO;1;6606
01/04/2023;ETANOL HIDRATADO;IMPORTAÇÃO;4397;21044
01/04/2023;ETANOL ANIDRO;IMPORTAÇÃO;20081283;12758867
01/04/2023;ETANOL HIDRATADO;EXPORTAÇÃO;136571808;91711510
01/04/2023;ETANOL ANIDRO;EXPORTAÇÃO;63918;44741782
01/05/2023;ETANOL HIDRATADO;IMPORTAÇÃO;1511;6535
01/05/2023;ETANOL ANIDRO;IMPORTAÇÃO;11349;37307
01/05/2023;ETANOL ANIDRO;EXPORTAÇÃO;30407654;22216189
01/05/2023;ETANOL HIDRATADO;EXPORTAÇÃO;61831333;40107248
01/06/2023;ETANOL HIDRATADO;IMPORTAÇÃO;4854;34735
01/06/2023;ETANOL ANIDRO;IMPORTAÇÃO;34544;69899
01/06/2023;ETANOL HIDRATADO;EXPORTAÇÃO;12765073;9511527
01/06/2023;ETANOL ANIDRO;EXPORTAÇÃO;56291598;40791707
01/07/2023;ETANOL ANIDRO;IMPORTAÇÃO;66617;94282
01/07/2023;ETANOL HIDRATADO;EXPORTAÇÃO;134593018;84864108
01/07/2023;ETANOL HIDRATADO;IMPORTAÇÃO;1;7439
01/07/2023;ETANOL ANIDRO;EXPORTAÇÃO;168708;108305943
01/08/2023;ETANOL HIDRATADO;IMPORTAÇÃO;4163;17881
01/08/2023;ETANOL ANIDRO;IMPORTAÇÃO;80366;103381
01/08/2023;ETANOL ANIDRO;EXPORTAÇÃO;77868492;52979860
01/08/2023;ETANOL HIDRATADO;EXPORTAÇÃO;166598243;99774254
01/09/2023;ETANOL HIDRATADO;IMPORTAÇÃO;4635;47751
01/09/2023;ETANOL ANIDRO;IMPORTAÇÃO;33661;56576
01/09/2023;ETANOL ANIDRO;EXPORTAÇÃO;138739418;87205673
01/09/2023;ETANOL HIDRATADO;EXPORTAÇÃO;154705694;90894842
01/10/2023;ETANOL ANIDRO;IMPORTAÇÃO;10059916;6174751
01/10/2023;ETANOL ANIDRO;EXPORTAÇÃO;100839019;58596625
01/10/2023;ETANOL HIDRATADO;EXPORTAÇÃO;131399233;78555706
01/10/2023;ETANOL HIDRATADO;IMPORTAÇÃO;1;12278
01/11/2023;ETANOL ANIDRO;IMPORTAÇÃO;4050699;2491125
01/11/2023;ETANOL ANIDRO;EXPORTAÇÃO;80266449;46012925
01/11/2023;ETANOL HIDRATADO;EXPORTAÇÃO;113552084;66857431
01/11/2023;ETANOL HIDRATADO;IMPORTAÇÃO;1;4659
01/12/2023;ETANOL HIDRATADO;IMPORTAÇÃO;3131;22738
01/12/2023;ETANOL ANIDRO;IMPORTAÇÃO;42402;95553
01/12/2023;ETANOL HIDRATADO;EXPORTAÇÃO;85533846;50174697
01/12/2023;ETANOL ANIDRO;EXPORTAÇÃO;217101971;124128810
01/01/2024;ETANOL HIDRATADO;IMPORTAÇÃO;1778;6459
01/01/2024;ETANOL ANIDRO;IMPORTAÇÃO;6063818;3722457
01/01/2024;ETANOL ANIDRO;EXPORTAÇÃO;62416253;35735133
01/01/2024;ETANOL HIDRATADO;EXPORTAÇÃO;189763695;109286404
01/02/2024;ETANOL HIDRATADO;IMPORTAÇÃO;5106;20273
01/02/2024;ETANOL ANIDRO;IMPORTAÇÃO;28007;69942
01/02/2024;ETANOL ANIDRO;EXPORTAÇÃO;40478393;19821042
01/02/2024;ETANOL HIDRATADO;EXPORTAÇÃO;101589;53025171
01/03/2024;ETANOL HIDRATADO;IMPORTAÇÃO;5056;15131
01/03/2024;ETANOL ANIDRO;IMPORTAÇÃO;68528;83210
01/03/2024;ETANOL HIDRATADO;EXPORTAÇÃO;129862822;69610988
01/03/2024;ETANOL ANIDRO;EXPORTAÇÃO;82818;44423726
01/04/2024;ETANOL HIDRATADO;IMPORTAÇÃO;96384;52266
01/04/2024;ETANOL ANIDRO;IMPORTAÇÃO;46331159;21808323
01/04/2024;ETANOL ANIDRO;EXPORTAÇÃO;52963487;27890329
01/04/2024;ETANOL HIDRATADO;EXPORTAÇÃO;105563682;60426772
01/05/2024;ETANOL HIDRATADO;IMPORTAÇÃO;7214;41922
01/05/2024;ETANOL ANIDRO;IMPORTAÇÃO;58128693;27387969
01/05/2024;ETANOL HIDRATADO;EXPORTAÇÃO;76442996;44126063
01/05/2024;ETANOL ANIDRO;EXPORTAÇÃO;90872;48556788
01/06/2024;ETANOL ANIDRO;IMPORTAÇÃO;56803;86262
01/06/2024;ETANOL HIDRATADO;IMPORTAÇÃO;85339;18785
01/06/2024;ETANOL ANIDRO;EXPORTAÇÃO;28210853;16575206
01/06/2024;ETANOL HIDRATADO;EXPORTAÇÃO;48380925;28044797
01/07/2024;ETANOL HIDRATADO;IMPORTAÇÃO;167547;76456
01/07/2024;ETANOL ANIDRO;IMPORTAÇÃO;291548;163894
01/07/2024;ETANOL HIDRATADO;EXPORTAÇÃO;58617818;32422242
01/07/2024;ETANOL ANIDRO;EXPORTAÇÃO;75183692;41185909
01/08/2024;ETANOL HIDRATADO;IMPORTAÇÃO;181875;34211
01/08/2024;ETANOL ANIDRO;IMPORTAÇÃO;716486;340335
01/08/2024;ETANOL ANIDRO;EXPORTAÇÃO;64693052;39401985
01/08/2024;ETANOL HIDRATADO;EXPORTAÇÃO;95682489;54335019
01/09/2024;ETANOL HIDRATADO;IMPORTAÇÃO;350887;76662
01/09/2024;ETANOL ANIDRO;IMPORTAÇÃO;6193815;3324035
01/09/2024;ETANOL ANIDRO;EXPORTAÇÃO;32124563;19470546
01/09/2024;ETANOL HIDRATADO;EXPORTAÇÃO;128846244;71376102
01/10/2024;ETANOL HIDRATADO;IMPORTAÇÃO;103252;45090
01/10/2024;ETANOL ANIDRO;IMPORTAÇÃO;25329259;13689665
01/10/2024;ETANOL ANIDRO;EXPORTAÇÃO;31828051;17616795
01/10/2024;ETANOL HIDRATADO;EXPORTAÇÃO;173545389;94840735
01/11/2024;ETANOL HIDRATADO;IMPORTAÇÃO;119129;43923
01/11/2024;ETANOL ANIDRO;IMPORTAÇÃO;7435386;3531047
01/11/2024;ETANOL ANIDRO;EXPORTAÇÃO;49325474;29350001
01/11/2024;ETANOL HIDRATADO;EXPORTAÇÃO;55740;33762611
01/12/2024;ETANOL HIDRATADO;IMPORTAÇÃO;193908;40640
01/12/2024;ETANOL ANIDRO;IMPORTAÇÃO;42618186;19527239
01/12/2024;ETANOL HIDRATADO;EXPORTAÇÃO;108760234;59629644
01/12/2024;ETANOL ANIDRO;EXPORTAÇÃO;486;503342
01/01/2025;ETANOL HIDRATADO;IMPORTAÇÃO;215748;106964
01/01/2025;ETANOL ANIDRO;IMPORTAÇÃO;21074067;9801677
01/01/2025;ETANOL ANIDRO;EXPORTAÇÃO;53548807;32734896
01/01/2025;ETANOL HIDRATADO;EXPORTAÇÃO;126758936;69915362
01/02/2025;ETANOL HIDRATADO;EXPORTAÇÃO;16402341;12099163
01/02/2025;ETANOL ANIDRO;IMPORTAÇÃO;43643517;20059848
01/02/2025;ETANOL ANIDRO;EXPORTAÇÃO;23264;14999813
01/02/2025;ETANOL HIDRATADO;IMPORTAÇÃO;50;45500
01/03/2025;ETANOL HIDRATADO;IMPORTAÇÃO;30032;60054
01/03/2025;ETANOL ANIDRO;IMPORTAÇÃO;46034;66625
01/03/2025;ETANOL ANIDRO;EXPORTAÇÃO;35887688;22823123
01/03/2025;ETANOL HIDRATADO;EXPORTAÇÃO;194635307;107838094
01/04/2025;ETANOL ANIDRO;EXPORTAÇÃO;33352371;22327711
01/04/2025;ETANOL HIDRATADO;EXPORTAÇÃO;42571721;25747082
01/04/2025;ETANOL HIDRATADO;IMPORTAÇÃO;0;3270
01/04/2025;ETANOL ANIDRO;IMPORTAÇÃO;42441;21412826
01/05/2025;ETANOL HIDRATADO;IMPORTAÇÃO;131137;45361
01/05/2025;ETANOL ANIDRO;EXPORTAÇÃO;33186638;21312323
01/05/2025;ETANOL ANIDRO;IMPORTAÇÃO;42497716;21096168
01/05/2025;ETANOL HIDRATADO;EXPORTAÇÃO;46005411;25291892
01/06/2025;ETANOL HIDRATADO;IMPORTAÇÃO;4466;50333
01/06/2025;ETANOL ANIDRO;IMPORTAÇÃO;4527;35985
01/06/2025;ETANOL ANIDRO;EXPORTAÇÃO;36128486;25109630
01/06/2025;ETANOL HIDRATADO;EXPORTAÇÃO;95572122;52533325
01/07/2025;ETANOL HIDRATADO;IMPORTAÇÃO;5938;21893
01/07/2025;ETANOL ANIDRO;IMPORTAÇÃO;22022631;11125888
01/07/2025;ETANOL ANIDRO;EXPORTAÇÃO;27344831;14109981
01/07/2025;ETANOL HIDRATADO;EXPORTAÇÃO;121428442;65283455
01/08/2025;ETANOL ANIDRO;IMPORTAÇÃO;35018032;16875168
01/08/2025;ETANOL ANIDRO;EXPORTAÇÃO;65917758;38158948
01/08/2025;ETANOL HIDRATADO;EXPORTAÇÃO;110343051;59063298
01/08/2025;ETANOL HIDRATADO;IMPORTAÇÃO;60;38338
01/09/2025;ETANOL HIDRATADO;IMPORTAÇÃO;1436;51850
01/09/2025;ETANOL ANIDRO;EXPORTAÇÃO;14830379;14268985
01/09/2025;ETANOL ANIDRO;IMPORTAÇÃO;64095344;33859432
01/09/2025;ETANOL HIDRATADO;EXPORTAÇÃO;241377864;127216652
